Time,P1.1.1 E (Wh),P1.1.1 P (W),P1.1.2 E (Wh),P1.1.2 P (W),P1.1.3 E (Wh),P1.1.3 P (W),P1.1.4 E (Wh),P1.1.4 P (W),P1.1.5 E (Wh),P1.1.5 P (W),P1.1.6 E (Wh),P1.1.6 P (W),P1.1.7 E (Wh),P1.1.7 P (W),P1.1.8 E (Wh),P1.1.8 P (W),Srt1.1 E (Wh),Str1.1 P (W)
2022-12-01 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-01 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-01 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-01 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-01 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-01 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-01 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-01 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0
2022-12-01 09:00:00,24.0,0.0,26.5,0.0,18.0,0.0,21.0,0.0,15.0,0.0,14.5,0.0,13.5,0.0,15.5,0.0,148.0,95.6833
2022-12-01 10:00:00,81.0,0.0,92.5,0.0,61.5,0.0,74.25,0.0,89.0,0.0,87.75,0.0,94.5,0.0,96.75,0.0,677.25,151.1197
2022-12-01 11:00:00,170.5,0.0,184.75,0.0,167.5,0.0,192.0,0.0,207.25,0.0,190.0,0.0,190.25,0.0,186.75,0.0,1489.0,1424.8212
2022-12-01 12:00:00,205.75,0.0,182.25,0.0,200.0,0.0,169.75,0.0,180.25,0.0,196.75,0.0,190.75,0.0,182.0,0.0,1507.5,1513.9709
2022-12-01 13:00:00,149.75,0.0,160.5,0.0,145.75,0.0,145.5,0.0,152.25,0.0,153.25,0.0,145.0,0.0,170.5,0.0,1222.5,1222.0214
2022-12-01 14:00:00,204.0,0.0,192.25,0.0,196.25,0.0,191.0,0.0,180.75,0.0,190.0,0.0,177.5,0.0,179.75,0.0,1511.5,1526.2313
2022-12-01 15:00:00,191.5,0.0,209.25,0.0,199.5,0.0,212.75,0.0,213.25,0.0,203.75,0.0,203.5,0.0,190.25,0.0,1623.75,1602.8036
2022-12-01 16:00:00,175.25,0.0,155.25,0.0,155.25,0.0,149.25,0.0,171.75,0.0,160.25,0.0,138.75,0.0,171.25,0.0,1277.0,1417.2388
2022-12-01 17:00:00,19.75,0.0,10.0,0.0,19.5,0.0,13.25,0.0,15.5,0.0,13.0,0.0,26.75,0.0,17.0,0.0,134.75,240.4853
2022-12-01 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-01 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-01 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-01 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-01 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-01 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-02 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-02 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-02 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-02 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-02 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-02 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-02 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-02 08:00:00,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0
2022-12-02 09:00:00,24.0,0.0,28.5,0.0,19.75,0.0,23.0,0.0,15.5,0.0,16.75,0.0,15.0,0.0,16.75,0.0,159.25,91.4864
2022-12-02 10:00:00,105.0,0.0,130.25,0.0,84.0,0.0,88.75,0.0,117.0,0.0,137.5,0.0,145.5,0.0,146.75,0.0,954.75,283.6032
2022-12-02 11:00:00,161.5,0.0,161.5,0.0,162.0,0.0,181.25,0.0,175.25,0.0,183.75,0.0,184.75,0.0,180.75,0.0,1390.75,1406.1284
2022-12-02 12:00:00,182.5,0.0,184.75,0.0,169.5,0.0,176.25,0.0,192.5,0.0,184.25,0.0,164.5,0.0,169.5,0.0,1423.75,1423.1992
2022-12-02 13:00:00,182.0,0.0,168.0,0.0,182.25,0.0,161.5,0.0,167.25,0.0,169.5,0.0,164.75,0.0,175.25,0.0,1370.5,1338.9296
2022-12-02 14:00:00,186.0,0.0,204.5,0.0,184.0,0.0,192.0,0.0,180.0,0.0,178.25,0.0,188.0,0.0,188.25,0.0,1501.0,1449.6694
2022-12-02 15:00:00,190.75,0.0,197.5,0.0,199.75,0.0,190.0,0.0,210.25,0.0,201.0,0.0,182.25,0.0,188.0,0.0,1559.5,1588.0498
2022-12-02 16:00:00,191.0,0.0,159.25,0.0,165.0,0.0,169.5,0.0,171.25,0.0,171.75,0.0,158.5,0.0,163.25,0.0,1349.5,1531.957
2022-12-02 17:00:00,19.75,0.0,15.5,0.0,20.0,0.0,13.0,0.0,18.5,0.0,18.5,0.0,30.75,0.0,30.25,0.0,166.25,356.2935
2022-12-02 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-02 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-02 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-02 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-02 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-02 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-03 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-03 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-03 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-03 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-03 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-03 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-03 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-03 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-03 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-03 09:00:00,2.0,0.0,2.0,0.0,1.75,0.0,2.25,0.0,1.0,0.0,2.25,0.0,2.25,0.0,2.75,0.0,0.0,0.0
2022-12-03 10:00:00,13.25,0.0,15.5,0.0,14.0,0.0,13.75,0.0,16.75,0.0,14.5,0.0,15.25,0.0,17.25,0.0,120.25,89.2406
2022-12-03 11:00:00,53.0,0.0,55.5,0.0,56.75,0.0,55.25,0.0,59.5,0.0,57.0,0.0,58.75,0.0,62.0,0.0,457.75,289.1754
2022-12-03 12:00:00,55.0,0.0,59.0,0.0,60.75,0.0,60.25,0.0,61.25,0.0,61.25,0.0,52.5,0.0,62.25,0.0,472.25,1008.226
2022-12-03 13:00:00,119.75,0.0,111.25,0.0,111.0,0.0,112.0,0.0,109.75,0.0,110.25,0.0,112.5,0.0,105.75,0.0,892.25,541.5086
2022-12-03 14:00:00,166.0,0.0,167.5,0.0,167.5,0.0,163.0,0.0,168.25,0.0,169.0,0.0,165.0,0.0,173.5,0.0,1339.75,1450.4202
2022-12-03 15:00:00,27.75,0.0,30.5,0.0,24.25,0.0,26.0,0.0,29.75,0.0,21.5,0.0,24.25,0.0,23.5,0.0,207.5,302.9589
2022-12-03 16:00:00,5.25,0.0,5.5,0.0,6.5,0.0,4.25,0.0,6.25,0.0,4.75,0.0,7.5,0.0,8.25,0.0,48.25,59.3809
2022-12-03 17:00:00,0.75,0.0,1.5,0.0,1.5,0.0,0.0,0.0,1.75,0.0,0.0,0.0,2.25,0.0,2.25,0.0,10.0,38.8522
2022-12-03 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-03 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-03 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-03 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-03 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-03 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-04 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-04 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-04 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-04 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-04 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-04 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-04 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-04 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-04 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0
2022-12-04 09:00:00,21.0,0.0,25.75,0.0,13.75,0.0,17.25,0.0,11.25,0.0,12.75,0.0,9.5,0.0,12.75,0.0,124.0,60.6507
2022-12-04 10:00:00,85.25,0.0,108.25,0.0,88.0,0.0,87.75,0.0,106.75,0.0,129.25,0.0,136.5,0.0,139.25,0.0,881.0,231.6448
2022-12-04 11:00:00,182.5,0.0,186.25,0.0,163.0,0.0,188.5,0.0,195.75,0.0,198.75,0.0,179.75,0.0,193.0,0.0,1487.5,1451.45
2022-12-04 12:00:00,166.0,0.0,170.0,0.0,165.75,0.0,155.75,0.0,158.75,0.0,166.25,0.0,182.75,0.0,165.25,0.0,1330.5,1416.4509
2022-12-04 13:00:00,174.25,0.0,175.5,0.0,169.5,0.0,174.25,0.0,180.0,0.0,165.5,0.0,140.75,0.0,153.5,0.0,1333.25,1293.8517
2022-12-04 14:00:00,196.0,0.0,176.75,0.0,156.0,0.0,158.25,0.0,173.5,0.0,165.0,0.0,193.25,0.0,187.25,0.0,1406.0,1391.1537
2022-12-04 15:00:00,189.0,0.0,188.75,0.0,199.5,0.0,217.25,0.0,206.75,0.0,205.25,0.0,192.25,0.0,177.5,0.0,1576.25,1560.597
2022-12-04 16:00:00,176.25,0.0,180.5,0.0,192.25,0.0,169.25,0.0,176.25,0.0,168.75,0.0,161.0,0.0,184.75,0.0,1409.0,1550.6633
2022-12-04 17:00:00,27.5,0.0,15.5,0.0,14.25,0.0,9.0,0.0,25.25,0.0,30.0,0.0,26.25,0.0,25.0,0.0,172.75,381.0428
2022-12-04 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-04 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-04 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-04 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-04 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-04 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-05 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-05 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-05 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-05 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-05 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-05 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-05 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-05 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-05 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0
2022-12-05 09:00:00,19.5,0.0,22.0,0.0,22.5,0.0,22.75,0.0,20.75,0.0,22.25,0.0,21.25,0.0,22.0,0.0,173.0,88.9379
2022-12-05 10:00:00,71.25,0.0,74.25,0.0,58.0,0.0,55.25,0.0,73.5,0.0,57.0,0.0,71.0,0.0,73.75,0.0,534.0,287.4037
2022-12-05 11:00:00,104.75,0.0,102.25,0.0,96.5,0.0,102.0,0.0,95.0,0.0,113.0,0.0,106.5,0.0,100.75,0.0,820.75,627.6476
2022-12-05 12:00:00,183.0,0.0,186.0,0.0,169.0,0.0,176.75,0.0,184.5,0.0,184.5,0.0,165.25,0.0,169.0,0.0,1418.0,1413.542
2022-12-05 13:00:00,178.0,0.0,165.25,0.0,178.0,0.0,159.0,0.0,174.0,0.0,158.25,0.0,162.25,0.0,172.0,0.0,1346.75,1385.3784
2022-12-05 14:00:00,101.5,0.0,109.0,0.0,98.0,0.0,106.75,0.0,95.5,0.0,98.5,0.0,101.25,0.0,100.75,0.0,811.25,1415.9683
2022-12-05 15:00:00,130.25,0.0,132.25,0.0,128.5,0.0,119.0,0.0,135.75,0.0,129.5,0.0,116.0,0.0,122.75,0.0,1014.0,782.0119
2022-12-05 16:00:00,122.25,0.0,118.0,0.0,115.25,0.0,123.75,0.0,115.25,0.0,110.75,0.0,118.75,0.0,115.25,0.0,939.25,1535.2688
2022-12-05 17:00:00,7.75,0.0,7.0,0.0,8.75,0.0,7.25,0.0,7.75,0.0,7.5,0.0,10.0,0.0,10.75,0.0,66.75,141.7266
2022-12-05 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-05 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-05 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-05 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-05 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-05 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-06 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-06 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-06 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-06 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-06 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-06 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-06 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-06 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-06 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0
2022-12-06 09:00:00,5.5,0.0,6.0,0.0,6.25,0.0,5.75,0.0,6.0,0.0,5.0,0.0,6.75,0.0,7.25,0.0,48.5,2.8634
2022-12-06 10:00:00,20.5,0.0,23.75,0.0,21.5,0.0,24.75,0.0,25.25,0.0,23.75,0.0,22.25,0.0,26.0,0.0,187.75,150.5208
2022-12-06 11:00:00,38.0,0.0,37.25,0.0,37.0,0.0,36.75,0.0,36.75,0.0,38.25,0.0,42.0,0.0,44.0,0.0,310.0,284.8839
2022-12-06 12:00:00,57.75,0.0,60.25,0.0,60.0,0.0,57.75,0.0,57.5,0.0,61.25,0.0,54.75,0.0,56.75,0.0,466.0,400.6669
2022-12-06 13:00:00,141.25,0.0,130.5,0.0,129.5,0.0,131.5,0.0,145.0,0.0,125.5,0.0,134.0,0.0,140.25,0.0,1077.5,647.9415
2022-12-06 14:00:00,89.0,0.0,95.0,0.0,92.25,0.0,91.25,0.0,92.0,0.0,96.25,0.0,81.0,0.0,91.25,0.0,728.0,907.1365
2022-12-06 15:00:00,45.25,0.0,41.5,0.0,44.75,0.0,40.5,0.0,41.25,0.0,38.75,0.0,47.25,0.0,45.75,0.0,345.0,433.3816
2022-12-06 16:00:00,17.25,0.0,18.0,0.0,19.5,0.0,17.5,0.0,20.75,0.0,18.5,0.0,19.5,0.0,23.0,0.0,154.0,195.9961
2022-12-06 17:00:00,0.25,0.0,1.0,0.0,1.0,0.0,0.25,0.0,1.25,0.0,0.5,0.0,2.25,0.0,1.0,0.0,7.5,40.7649
2022-12-06 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-06 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-06 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-06 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-06 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-06 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-07 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
